start;end;chr
24973158;24973280;1
24975350;24975520;1
24976462;24976577;1
24977900;24978103;1
24978925;24979119;1
24979404;24979523;1
24981346;24981614;1
24987210;24987290;1
24987801;24987887;1
24989151;24989295;1
24989674;24989715;1
24993306;24993416;1
24995614;24996078;1
24996611;24996806;1
24997877;24998086;1
24998673;24999772;1
24969793;24969838;1
24972475;24972564;1
24973158;24973280;1
24975350;24975520;1
24976462;24976577;1
24977900;24978103;1
24978925;24979119;1
24979404;24979523;1
24981346;24981614;1
24987210;24987290;1
24987801;24987887;1
24989151;24989295;1
24993306;24993416;1
24995614;24996078;1
24996611;24996806;1
24997877;24998086;1
24998673;24999772;1
24969793;24969838;1
24972475;24972564;1
24973158;24973280;1
24975350;24975520;1
24976462;24976577;1
24977900;24978103;1
24978925;24979119;1
24979404;24979523;1
24981346;24981614;1
24987210;24987290;1
24987804;24987887;1
24989151;24989295;1
24989674;24989715;1
24993306;24993416;1
24995614;24996078;1
24996611;24996806;1
24997877;24998086;1
24998673;24999772;1
24969793;24969838;1
24972475;24972564;1
24973158;24973280;1
24975350;24975520;1
24976462;24976577;1
24977900;24978103;1
24978925;24979119;1
24979404;24979523;1
24981346;24981614;1
24987210;24987290;1
24987804;24987887;1
24989151;24989295;1
24993306;24993416;1
24995614;24996078;1
24996611;24996806;1
24997877;24998086;1
24998673;24999772;1
24969793;24969838;1
24972475;24972564;1
24973158;24973280;1
24975350;24975520;1
24976462;24976577;1
24977990;24978103;1
24978925;24979119;1
24979404;24979523;1
24981346;24981620;1
24987210;24987290;1
24987801;24987887;1
24989151;24989295;1
24989674;24989715;1
24993306;24993416;1
24995614;24996078;1
24996611;24996806;1
24997877;24998086;1
24998673;24999772;1
24969793;24969838;1
24972475;24972564;1
24973158;24973280;1
24975350;24975520;1
24976462;24976577;1
24977990;24978103;1
24978925;24979119;1
24979404;24979523;1
24981346;24981620;1
24987210;24987290;1
24987804;24987887;1
24989151;24989295;1
24989674;24989715;1
24993306;24993416;1
24995614;24996078;1
24996611;24996806;1
24997877;24998086;1
24998673;24999772;1
24969793;24969838;1
24972475;24972564;1
24973158;24973280;1
24975350;24975520;1
24976462;24976577;1
24977990;24978103;1
24978925;24979119;1
24979404;24979523;1
24981346;24981614;1
24987210;24987290;1
24987801;24987887;1
24989151;24989295;1
24989674;24989715;1
24993306;24993416;1
24995614;24996078;1
24996611;24996806;1
24997877;24998086;1
24998673;24999772;1
24969793;24969838;1
24972475;24972564;1
24973158;24973280;1
24975350;24975520;1
24976462;24976577;1
24977990;24978103;1
24978925;24979119;1
24979404;24979523;1
24981346;24981614;1
24987210;24987290;1
24987801;24987887;1
24989151;24989295;1
24993306;24993416;1
24995614;24996078;1
24996611;24996806;1
24997877;24998086;1
24998673;24999772;1
24970050;24970223;1
24972475;24972564;1
24973158;24973280;1
24975350;24975520;1
24976462;24976577;1
24977900;24978103;1
24978925;24979119;1
24979404;24979523;1
24981346;24981614;1
24987210;24987290;1
24987801;24987887;1
24989151;24989295;1
24989674;24989715;1
24993306;24993416;1
24995614;24996078;1
24996611;24996806;1
24997877;24998086;1
24998673;24999772;1
24970070;24970223;1
24972475;24972564;1
24973158;24973280;1
24973570;24975520;1
24976462;24976577;1
24977900;24978103;1
24978925;24979119;1
24979404;24979523;1
24981346;24981620;1
24987210;24987290;1
24987804;24987887;1
24989151;24989295;1
24993306;24993416;1
24995614;24996078;1
24996611;24996806;1
24997877;24998086;1
24998673;24999772;1
24970070;24970223;1
24972475;24972564;1
24973158;24973280;1
24975350;24975520;1
24976462;24976577;1
24977900;24978103;1
24978925;24979119;1
24979404;24979523;1
24981346;24981620;1
24987210;24987290;1
24987801;24987887;1
24989151;24989295;1
24989674;24989715;1
24993306;24993416;1
24995614;24996078;1
24996611;24996806;1
24997877;24998086;1
24998673;24999772;1
24970070;24970223;1
24972475;24972564;1
24973158;24973280;1
24975350;24975520;1
24976462;24976577;1
24977990;24978103;1
24978925;24979119;1
24979404;24979523;1
24981346;24981620;1
24987210;24987290;1
24987801;24987887;1
24989151;24989295;1
24989674;24989715;1
24993306;24993416;1
24995614;24996078;1
24996611;24996806;1
24997877;24998086;1
24998673;24999772;1
25071938;25072116;1
25124233;25124342;1
25140585;25140710;1
25153501;25153607;1
25166351;25166532;1
25167264;25170812;1
25291327;25291501;1
25291005;25291159;1
25256078;25256343;1
25254065;25254221;1
25245731;25245835;1
25233750;25233908;1
25226002;25229157;1
25291005;25291501;1
25256078;25256343;1
25254065;25254221;1
25245731;25245835;1
25233750;25233908;1
25226002;25229157;1
25256078;25256767;1
25254065;25254221;1
25245731;25245835;1
25233750;25233908;1
25226002;25229157;1
25245836;25245907;1
25245836;25245856;1
25245881;25245902;1
25349994;25350077;1
25350043;25350064;1
25451384;25451948;1
25558935;25558993;1
25558595;25558702;1
25554609;25554726;1
25553933;25554023;1
25551493;25551591;1
25548767;25549922;1
25558935;25558993;1
25558595;25558702;1
25555489;25555614;1
25554609;25554726;1
25553933;25554023;1
25551493;25551591;1
25548767;25549922;1
25664469;25664745;1
25572935;25573520;1
25570041;25571792;1
25568740;25569196;1
25663531;25664745;1
25572935;25573520;1
25571641;25571792;1
25570945;25570989;1
25570041;25570715;1
25568740;25569196;1
25663531;25664745;1
25572935;25573520;1
25570041;25571792;1
25568740;25569196;1
25594231;25594416;1
25572935;25573520;1
25570041;25571792;1
25568740;25569196;1
25573800;25573945;1
25572935;25573520;1
25571641;25571792;1
25570672;25570715;1
25570041;25570124;1
25568740;25569196;1
25573800;25573945;1
25572935;25573520;1
25571641;25571792;1
25570041;25570715;1
25568740;25569196;1
25573800;25573945;1
25572935;25573520;1
25571641;25571792;1
25570945;25570989;1
25570041;25570124;1
25568740;25569196;1
25573800;25573945;1
25572935;25573520;1
25571641;25571792;1
25570945;25570989;1
25570041;25570715;1
25568740;25569196;1
25573800;25573945;1
25572935;25573520;1
25571641;25571792;1
25570672;25570989;1
25570041;25570124;1
25568740;25569196;1
25573800;25573945;1
25572935;25573520;1
25571641;25571792;1
25570041;25570989;1
25568740;25569196;1
25573800;25573945;1
25572935;25573520;1
25570672;25571792;1
25570041;25570124;1
25568740;25569196;1
25573800;25573945;1
25572935;25573520;1
25570041;25571792;1
25569030;25569196;1
25568740;25568904;1
25573800;25573945;1
25572935;25573520;1
25570041;25571792;1
25569030;25569196;1
25568740;25568917;1
25573800;25573945;1
25572935;25573520;1
25570041;25571792;1
25568740;25569196;1
25663531;25664745;1
25629226;25631312;1
25663531;25664745;1
25633387;25633440;1
25629226;25631312;1
25663531;25664745;1
25633053;25633440;1
25629226;25631312;1
25663531;25664745;1
25644554;25644762;1
25629226;25631312;1
25663531;25664745;1
25572935;25573520;1
25571641;25571792;1
25570041;25570124;1
25568740;25569196;1
25573800;25573945;1
25572935;25573520;1
25571641;25571792;1
25570041;25570124;1
25568740;25569196;1
25598977;25599186;1
25611064;25611250;1
25617132;25617282;1
25627437;25627584;1
25628011;25628177;1
25629813;25629950;1
25633087;25633220;1
25634138;25634307;1
25643491;25643570;1
25655389;25656936;1
25598977;25599186;1
25611064;25611250;1
25617132;25617282;1
25627437;25627584;1
25628011;25628177;1
25629813;25629950;1
25633087;25633220;1
25643491;25643570;1
25655389;25656936;1
25598977;25599186;1
25611064;25611250;1
25617132;25617282;1
25627437;25627584;1
25628011;25628177;1
25629813;25629950;1
25643491;25643570;1
25655389;25656936;1
25598977;25599186;1
25611064;25611250;1
25617132;25617282;1
25627441;25627584;1
25628011;25628177;1
25629813;25629950;1
25633087;25633220;1
25643491;25643570;1
25648380;25648453;1
25655389;25656936;1
25599000;25599186;1
25611064;25611250;1
25617132;25617282;1
25627437;25627584;1
25628011;25628177;1
25629813;25629950;1
25633087;25633220;1
25634138;25634307;1
25655389;25656936;1
25599000;25599186;1
25611064;25611250;1
25617132;25617282;1
25627437;25627584;1
25628011;25628177;1
25629813;25629950;1
25633087;25633220;1
25643491;25643570;1
25648380;25648453;1
25655389;25656936;1
25599000;25599186;1
25611064;25611250;1
25617132;25617282;1
25627437;25627584;1
25628011;25628177;1
25629813;25629950;1
25633087;25633220;1
25655389;25656936;1
25599000;25599186;1
25611064;25611250;1
25617132;25617282;1
25627437;25627584;1
25628011;25628177;1
25629813;25629950;1
25655389;25656936;1
25619849;25621160;1
25664825;25664947;1
25666965;25667070;1
25669452;25669564;1
25678117;25678184;1
25679373;25679465;1
25683284;25683344;1
25687151;25688852;1
25747130;25747426;1
25735174;25735360;1
25729087;25729237;1
25712202;25712335;1
25701840;25701919;1
25696958;25697031;1
25688740;25689044;1
25747130;25747426;1
25735174;25735360;1
25729087;25729237;1
25715467;25715604;1
25712202;25712335;1
25696958;25697031;1
25688740;25689044;1
25747130;25747426;1
25735174;25735360;1
25729087;25729237;1
25718485;25718632;1
25717240;25717406;1
25715467;25715604;1
25701840;25701919;1
25696958;25697031;1
25688740;25689044;1
25747130;25747426;1
25735174;25735360;1
25729087;25729237;1
25718485;25718632;1
25717240;25717406;1
25715467;25715604;1
25712202;25712335;1
25696958;25697031;1
25688740;25689044;1
25747130;25747316;1
25735174;25735360;1
25729087;25729237;1
25718485;25718632;1
25717240;25717406;1
25715467;25715604;1
25712202;25712335;1
25701840;25701919;1
25696958;25697031;1
25688740;25689044;1
25725186;25726495;1
25757388;25757669;1
25773253;25773394;1
25775299;25775425;1
25780750;25780873;1
25783144;25783322;1
25784882;25785383;1
25810607;25810765;1
25812104;25812286;1
25815664;25815784;1
25817901;25818075;1
25824755;25826700;1
25757388;25757669;1
25773253;25773394;1
25775299;25775425;1
25780750;25780873;1
25810607;25810765;1
25812104;25812286;1
25815664;25815784;1
25817901;25818075;1
25824755;25826700;1
25870097;25870277;1
25880413;25880555;1
25881351;25881463;1
25883644;25883758;1
25889135;25889207;1
25889561;25889644;1
25890152;25890282;1
25891664;25891698;1
25893339;25895377;1
25943282;25944828;1
26012931;26013027;1
26066561;26066662;1
26073159;26073274;1
26075746;26075826;1
26079975;26080069;1
26085083;26085200;1
26090365;26090458;1
26098148;26098263;1
26104596;26104815;1
26107431;26107603;1
26109076;26109191;1
26110154;26110941;1
25943282;25944828;1
26012931;26013027;1
26073159;26073274;1
26075746;26075826;1
26079975;26080069;1
26085083;26085272;1
26090365;26090458;1
26098148;26098263;1
26104596;26104815;1
26107431;26107603;1
26109076;26109191;1
26110154;26110941;1
25943282;25944828;1
26012931;26013027;1
26073159;26073274;1
26075746;26075826;1
26079975;26080069;1
26085083;26085200;1
26090365;26090458;1
26098148;26098263;1
26104596;26104815;1
26107431;26107603;1
26109076;26109191;1
26110154;26110941;1
25943282;25944828;1
26012931;26013027;1
26073159;26073274;1
26075746;26075826;1
26079975;26080069;1
26085083;26085200;1
26090365;26090458;1
26098148;26098263;1
26104596;26104815;1
26107431;26107603;1
26109076;26109191;1
26110335;26110941;1
25943282;25944828;1
26012931;26013027;1
26098148;26098263;1
26104596;26104815;1
26107431;26107603;1
26109076;26109191;1
26110154;26110941;1
26022646;26022742;1
26073159;26073274;1
26075746;26075826;1
26079975;26080069;1
26085083;26085200;1
26090365;26090458;1
26098148;26098263;1
26104596;26104815;1
26107431;26107603;1
26109076;26109191;1
26110154;26110941;1
26126684;26126904;1
26127534;26127651;1
26128507;26128608;1
26131633;26131766;1
26135071;26135280;1
26135517;26135641;1
26136174;26136311;1
26137945;26138026;1
26138182;26138370;1
26139178;26139283;1
26140372;26140484;1
26140568;26140669;1
26142039;26144712;1
26126684;26126904;1
26127534;26127651;1
26131633;26131766;1
26135071;26135280;1
26135517;26135641;1
26136174;26136311;1
26137945;26138026;1
26138182;26138370;1
26139178;26139283;1
26140372;26140484;1
26140568;26140669;1
26142039;26144712;1
26146445;26146520;1
26149510;26149619;1
26150135;26150239;1
26152793;26152902;1
26153106;26153317;1
26156000;26156321;1
26158412;26159429;1
26146445;26146520;1
26149510;26149619;1
26150135;26150239;1
26152793;26152902;1
26153106;26153317;1
26156109;26156321;1
26158412;26159429;1
26146699;26146905;1
26149510;26149619;1
26150135;26150239;1
26152793;26152902;1
26153106;26153317;1
26156000;26156321;1
26158412;26159429;1
26147328;26147494;1
26149510;26149619;1
26150135;26150239;1
26152793;26152902;1
26153106;26153317;1
26156000;26156321;1
26158412;26159429;1
26146445;26150097;1
26185771;26185948;1
26163904;26164045;1
26161513;26162337;1
26158397;26158649;1
26185771;26185948;1
26163904;26164045;1
26160497;26162337;1
26201979;26202199;1
26197100;26197185;1
26187975;26190352;1
26232880;26232910;1
26231155;26231229;1
26230132;26230304;1
26227982;26228173;1
26210670;26212360;1
26233279;26233371;1
26231155;26231229;1
26230132;26230304;1
26227982;26228173;1
26226607;26227578;1
26232880;26232910;1
26231155;26231229;1
26230132;26230304;1
26227982;26228173;1
26226607;26227578;1
26232343;26232536;1
26231155;26231229;1
26230132;26230304;1
26227982;26228173;1
26226607;26227578;1
26215408;26215795;1
26232853;26232945;1
26232875;26232894;1
26324516;26324554;1
26317218;26317354;1
26315939;26316092;1
26314722;26314818;1
26310951;26311019;1
26310437;26310578;1
26308855;26308968;1
26303173;26303264;1
26300971;26301141;1
26299049;26299203;1
26286258;26288574;1
26348266;26349916;1
26355684;26355777;1
26356091;26356198;1
26356967;26357086;1
26357623;26357755;1
26357951;26358057;1
26358887;26358976;1
26359720;26359806;1
26360187;26360347;1
26361327;26361495;1
26361656;26362955;1
26372338;26372609;1
26371488;26371708;1
26369889;26370042;1
26369040;26369199;1
26368191;26368296;1
26366268;26366402;1
26363743;26365796;1
26372338;26372609;1
26371488;26371708;1
26370789;26370935;1
26369889;26370042;1
26369040;26369199;1
26368191;26368296;1
26366268;26366402;1
26363743;26365796;1
26393827;26394121;1
26392759;26392931;1
26387657;26387825;1
26386757;26386852;1
26384881;26385114;1
26384119;26384141;1
26383694;26383818;1
26380384;26380455;1
26377792;26378374;1
26437653;26437911;1
26440783;26441084;1
26448328;26452046;1
26438315;26438406;1
26438951;26439141;1
26440783;26441084;1
26448328;26452046;1
26438315;26438406;1
26440783;26441084;1
26448328;26452046;1
26485570;26485617;1
26487703;26490453;1
26494907;26495454;1
26492526;26492609;1
26492317;26492414;1
26490592;26490946;1
26494907;26495073;1
26492526;26492609;1
26492199;26492414;1
26498261;26498323;1
26498108;26498180;1
26497647;26497826;1
26496012;26497089;1
26496399;26496674;1
26496909;26496971;1
26497066;26497364;1
26503982;26504090;1
26506944;26507101;1
26507206;26507387;1
26508348;26508432;1
26508852;26508893;1
26508971;26509075;1
26509688;26509747;1
26509837;26509926;1
26510220;26510321;1
26510562;26510632;1
26510705;26510778;1
26510892;26510998;1
26511076;26511103;1
26511505;26511677;1
26513659;26513732;1
26513902;26513973;1
26514725;26514798;1
26514933;26514994;1
26515089;26515188;1
26515263;26515444;1
26515770;26516375;1
26503982;26504090;1
26506944;26507101;1
26507206;26507387;1
26508348;26508432;1
26508852;26508893;1
26508971;26509075;1
26509688;26509747;1
26509837;26509905;1
26510220;26510321;1
26510562;26510632;1
26510705;26510778;1
26510892;26510998;1
26511076;26511103;1
26511505;26511677;1
26513659;26513732;1
26513902;26513973;1
26514725;26514798;1
26514933;26514994;1
26515089;26515188;1
26515263;26515444;1
26515770;26516375;1
26503982;26504090;1
26506944;26507101;1
26507206;26507387;1
26508348;26508432;1
26508852;26508893;1
26508976;26509075;1
26509688;26509747;1
26509837;26509905;1
26510220;26510321;1
26510562;26510632;1
26510705;26510778;1
26510892;26510998;1
26511076;26511103;1
26511505;26511677;1
26513659;26513732;1
26513902;26513973;1
26514725;26514798;1
26514933;26514994;1
26515089;26515188;1
26515263;26515444;1
26515770;26516375;1
26517093;26517331;1
26517778;26517921;1
26520278;26520379;1
26524177;26524274;1
26524448;26524568;1
26524777;26524910;1
26526375;26526549;1
26527321;26527532;1
26527845;26528010;1
26528980;26529455;1
26551811;26552194;1
26553895;26554046;1
26554285;26554487;1
26555993;26556331;1
26560691;26560801;1
26566253;26566329;1
26570657;26570809;1
26581662;26582356;1
26584088;26584221;1
26584634;26584751;1
26586108;26586293;1
26594974;26595126;1
26595951;26596105;1
26597505;26597598;1
26598512;26598562;1
26601455;26601562;1
26603026;26603251;1
26603624;26605299;1
26560691;26560801;1
26566253;26566329;1
26570657;26570809;1
26581662;26582356;1
26584088;26584221;1
26584634;26584751;1
26586108;26586293;1
26594974;26595126;1
26595951;26596105;1
26597505;26597598;1
26598512;26598562;1
26601455;26601562;1
26603026;26603251;1
26603627;26605299;1
26560691;26560801;1
26566253;26566329;1
26581662;26582356;1
26584088;26584221;1
26584634;26584751;1
26586108;26586293;1
26594974;26595126;1
26595951;26596105;1
26597505;26597598;1
26598512;26598562;1
26601455;26601562;1
26603026;26603251;1
26603624;26605299;1
26595770;26595855;1
26595951;26596105;1
26597505;26597598;1
26598512;26598562;1
26601455;26601562;1
26603026;26603251;1
26603624;26605299;1
26606577;26606694;1
26607256;26607423;1
26607549;26608013;1
26644538;26644846;1
26633083;26633195;1
26629304;26629409;1
26628185;26628213;1
26624453;26624553;1
26623918;26623972;1
26623410;26623486;1
26620696;26620822;1
26612314;26612528;1
26611955;26612032;1
26610853;26610973;1
26610633;26610736;1
26609355;26609428;1
26609140;26609280;1
26608773;26609060;1
26633083;26633127;1
26629304;26629409;1
26628185;26628213;1
26624453;26624553;1
26623918;26623972;1
26623410;26623486;1
26620696;26620822;1
26612314;26612528;1
26611955;26612032;1
26610853;26610973;1
26610633;26610736;1
26609355;26609428;1
26609140;26609280;1
26608773;26609060;1
26633083;26633127;1
26629304;26629409;1
26628185;26628213;1
26627417;26627515;1
26612314;26612528;1
26611955;26612032;1
26610853;26610973;1
26610633;26610736;1
26609355;26609428;1
26609140;26609280;1
26608773;26609060;1
26633083;26633127;1
26629304;26629409;1
26628185;26628213;1
26627417;26627515;1
26624453;26624553;1
26623918;26623972;1
26623410;26623486;1
26620696;26620822;1
26612314;26612528;1
26611955;26612032;1
26610853;26610973;1
26610633;26610736;1
26609355;26609428;1
26609140;26609280;1
26608773;26609060;1
26633083;26633127;1
26629534;26629658;1
26629304;26629409;1
26628185;26628213;1
26627417;26627515;1
26624453;26624553;1
26623918;26623972;1
26623410;26623486;1
26620696;26620822;1
26612314;26612528;1
26611955;26612032;1
26610853;26610973;1
26610633;26610736;1
26609355;26609428;1
26609140;26609280;1
26608773;26609060;1
26644449;26644562;1
26646662;26647014;1
26680527;26680621;1
26670236;26673203;1
26669737;26669784;1
26669538;26669650;1
26669245;26669374;1
26665781;26665920;1
26664842;26664968;1
26664503;26664538;1
26664029;26664165;1
26663744;26663870;1
26663332;26663471;1
26663097;26663223;1
26662829;26662861;1
26662586;26662698;1
26657980;26658109;1
26655225;26655364;1
26654700;26654823;1
26650643;26650801;1
26648655;26648814;1
26648356;26648547;1
26699160;26699285;1
26694949;26695073;1
26694084;26694288;1
26691023;26691717;1
26689517;26689645;1
26688125;26688513;1
26699160;26699285;1
26694949;26695073;1
26694084;26694288;1
26691023;26691717;1
26689517;26689645;1
26688607;26688666;1
26688125;26688513;1
26699160;26699241;1
26694949;26695076;1
26694084;26694288;1
26691023;26691717;1
26689517;26689645;1
26688125;26688513;1
26737308;26737413;1
26737877;26738073;1
26751794;26751978;1
26752733;26756219;1
26758812;26758867;1
26759382;26759499;1
26764659;26764775;1
26769199;26769364;1
26772807;26772923;1
26774050;26774151;1
26784282;26784396;1
26786528;26786635;1
26795386;26797797;1
26758812;26758867;1
26759382;26759499;1
26764659;26764775;1
26769222;26769364;1
26772807;26772923;1
26774050;26774151;1
26784282;26784396;1
26786528;26786635;1
26795383;26797797;1
26758812;26758867;1
26759382;26759499;1
26764659;26764775;1
26769222;26769364;1
26772807;26772923;1
26774050;26774151;1
26784282;26784396;1
26786528;26786635;1
26795386;26797797;1
26758812;26758867;1
26759382;26759499;1
26764659;26764775;1
26769222;26769364;1
26772807;26772923;1
26784282;26784396;1
26786528;26786635;1
26795386;26797797;1
26758812;26758867;1
26759382;26759499;1
26764659;26764775;1
26769222;26769364;1
26774050;26774151;1
26784282;26784396;1
26786528;26786635;1
26795386;26797797;1
26793539;26794028;1
26789867;26789924;1
26789247;26789361;1
26793539;26794028;1
26792695;26792815;1
26789867;26789924;1
26789247;26789361;1
26798931;26799118;1
26799974;26800018;1
26800194;26800223;1
26800576;26800626;1
26801063;26801158;1
26801604;26803133;1
26845608;26846755;1
26856252;26856474;1
26863416;26863460;1
26873358;26873474;1
26873680;26873761;1
26877888;26877968;1
26878135;26878214;1
26879882;26879988;1
26880705;26880742;1
26881087;26881229;1
26881642;26881712;1
26882028;26882116;1
26883145;26883209;1
26883489;26883591;1
26885298;26885428;1
26887217;26887342;1
26887536;26887625;1
26887996;26888154;1
26897940;26898101;1
26898340;26898416;1
26898667;26898784;1
26899715;26899852;1
26900570;26901516;1
26869603;26869712;1
26873358;26873474;1
26873680;26873761;1
26877888;26877968;1
26878135;26878214;1
26879882;26879988;1
26880705;26880742;1
26881087;26881229;1
26881642;26881712;1
26882028;26882116;1
26883145;26883209;1
26883489;26883591;1
26885298;26885428;1
26887217;26887342;1
26887536;26887625;1
26887996;26888154;1
26897940;26898101;1
26898340;26898416;1
26898667;26898784;1
26899715;26899852;1
26900570;26901516;1
26872333;26872526;1
26873358;26873474;1
26873680;26873761;1
26877888;26877968;1
26878135;26878214;1
26879882;26879988;1
26880705;26880742;1
26881087;26881229;1
26881642;26881712;1
26882028;26882116;1
26883145;26883209;1
26883489;26883591;1
26885298;26885428;1
26887217;26887342;1
26887536;26887625;1
26887996;26888154;1
26897940;26898101;1
26898340;26898416;1
26898667;26898784;1
26899715;26899852;1
26900570;26901516;1
26881033;26881084;1
26881065;26881084;1
26919736;26920037;1
27018401;27020622;1
27022506;27024031;1
27056142;27056354;1
27057643;27058095;1
27059167;27059283;1
27087347;27087587;1
27087875;27087964;1
27088643;27088810;1
27089464;27089776;1
27092712;27092857;1
27092948;27093057;1
27094281;27094490;1
27097610;27097817;1
27098991;27099123;1
27099303;27099478;1
27099837;27099987;1
27100071;27100208;1
27100293;27100389;1
27100820;27101711;1
27102068;27102198;1
27105514;27108595;1
27022506;27024031;1
27056142;27056354;1
27057643;27058095;1
27059167;27059283;1
27087347;27087587;1
27087875;27087964;1
27088643;27088810;1
27089464;27089776;1
27092712;27092857;1
27092948;27093057;1
27094281;27094490;1
27097610;27097817;1
27098991;27099123;1
27099303;27099478;1
27099837;27099987;1
27100071;27100208;1
27100293;27100389;1
27101471;27101711;1
27102068;27102198;1
27105514;27108595;1
27114040;27114480;1
27117250;27117384;1
27120604;27121725;1
27124106;27127150;1
27114441;27114759;1
27117250;27117384;1
27120604;27120764;1
27124054;27127150;1
27113545;27113709;1
27117250;27117384;1
27120604;27121725;1
27124054;27127150;1
27114040;27114480;1
27117250;27117384;1
27120604;27121725;1
27124054;27127150;1
27114040;27114297;1
27117250;27117384;1
27120604;27121725;1
27124054;27127150;1
27114040;27114297;1
27117250;27117384;1
27120604;27120697;1
27121325;27121725;1
27124054;27127150;1
27114040;27114297;1
27120604;27121725;1
27124054;27127150;1
27114441;27114759;1
27117250;27117384;1
27120604;27121725;1
27124054;27127150;1
27114441;27114759;1
27117250;27117384;1
27124054;27127150;1
27114679;27115310;1
27117250;27117384;1
27120604;27121725;1
27124054;27127150;1
27114679;27115310;1
27117250;27117384;1
27120604;27120697;1
27121325;27121725;1
27124054;27127150;1
27114679;27114885;1
27117250;27117384;1
27120604;27121725;1
27124054;27127150;1
27153179;27153630;1
27158938;27159098;1
27175099;27175248;1
27176792;27176929;1
27177049;27177097;1
27177620;27177722;1
27179244;27179356;1
27180217;27184095;1
27189640;27190947;1
27216177;27216774;1
27215460;27215616;1
27212464;27212624;1
27210651;27210781;1
27202623;27206240;1
27226483;27226958;1
27223792;27224216;1
27220727;27220901;1
27219880;27219939;1
27219161;27219282;1
27218902;27219029;1
27216979;27217717;1
27239900;27240466;1
27237980;27238577;1
27248234;27248420;1
27250580;27250657;1
27267948;27268151;1
27268244;27268309;1
27269151;27269267;1
27269362;27269556;1
27271881;27271964;1
27272059;27272177;1
27272621;27273362;1
27286841;27286959;1
27277833;27278903;1
27277173;27277247;1
27276053;27276642;1
27306571;27307002;1
27307316;27307514;1
27310086;27310570;1
27320183;27321103;1
27326338;27327377;1
27338898;27339341;1
27331511;27333448;1
27480474;27481616;1
27436018;27436268;1
27434139;27434356;1
27432376;27432578;1
27429714;27429803;1
27429164;27429234;1
27428876;27429049;1
27428507;27428621;1
27428216;27428317;1
27427694;27427766;1
27425300;27427135;1
27480474;27481616;1
27440317;27440777;1
27436018;27436268;1
27434139;27434356;1
27432376;27432578;1
27429714;27429803;1
27429164;27429234;1
27428876;27429049;1
27428507;27428621;1
27428216;27428317;1
27427694;27427766;1
27425300;27427135;1
27503202;27503821;1
27537686;27537972;1
27561123;27561442;1
27587447;27587593;1
27589643;27589726;1
27608730;27608776;1
27609829;27609940;1
27614165;27614352;1
27618706;27618888;1
27620513;27620607;1
27621005;27621120;1
27622817;27622892;1
27623539;27623647;1
27624429;27624602;1
27627717;27627952;1
27630112;27630286;1
27631492;27631684;1
27632677;27635127;1
27561123;27561442;1
27587447;27587593;1
27589643;27589726;1
27608730;27608776;1
27609829;27609940;1
27614165;27614352;1
27618706;27618888;1
27620513;27620607;1
27621005;27621120;1
27622817;27622892;1
27623542;27623647;1
27624429;27624602;1
27627717;27627952;1
27630112;27630286;1
27631492;27631684;1
27632677;27635127;1
27648736;27648882;1
27657211;27657295;1
27657476;27657628;1
27658561;27658592;1
27660449;27660545;1
27660642;27660772;1
27661158;27661245;1
27661870;27662891;1
27648736;27648882;1
27657211;27657295;1
27657476;27657628;1
27658561;27658592;1
27660449;27660545;1
27660642;27660772;1
27661870;27662891;1
27648736;27648882;1
27657211;27657295;1
27658561;27658592;1
27660449;27660545;1
27660642;27660772;1
27661158;27661245;1
27661870;27662891;1
27648654;27648882;1
27657211;27657295;1
27658561;27658592;1
27660449;27660545;1
27660642;27660772;1
27661870;27662891;1
27650365;27653016;1
27651710;27651815;1
27668513;27668641;1
27671788;27672016;1
27673912;27674060;1
27674299;27674371;1
27674458;27674503;1
27675571;27675643;1
27675889;27675989;1
27676143;27676256;1
27676463;27676623;1
27676880;27676976;1
27677285;27677443;1
27677749;27677827;1
27677947;27678046;1
27679774;27679979;1
27680204;27680423;1
27668513;27668641;1
27671788;27672016;1
27673912;27674060;1
27674299;27674371;1
27674458;27674503;1
27675607;27675643;1
27675889;27675989;1
27676143;27676256;1
27676463;27676623;1
27676880;27676976;1
27677285;27677443;1
27677749;27677827;1
27677947;27678046;1
27679774;27679979;1
27680204;27680423;1
27692749;27693452;1
27691264;27691403;1
27690695;27690885;1
27690408;27690576;1
27689933;27690039;1
27689342;27689512;1
27689132;27689244;1
27688582;27688741;1
27688196;27688358;1
27688011;27688118;1
27687837;27687886;1
27687648;27687743;1
27687412;27687499;1
27687196;27687329;1
27686732;27686859;1
27686349;27686485;1
27685908;27686013;1
27685200;27685357;1
27684910;27685102;1
27684672;27684810;1
27684202;27684367;1
27683891;27684067;1
27683500;27683605;1
27683081;27683240;1
27682879;27682991;1
27682517;27682590;1
27682160;27682236;1
27681675;27681960;1
27692749;27693452;1
27691264;27691403;1
27691152;27691175;1
27690695;27690885;1
27690408;27690576;1
27689933;27690039;1
27689342;27689512;1
27689132;27689244;1
27688582;27688741;1
27688196;27688358;1
27688011;27688118;1
27687837;27687886;1
27687648;27687743;1
27687412;27687499;1
27687196;27687329;1
27686732;27686859;1
27686349;27686485;1
27685908;27686013;1
27685200;27685357;1
27684910;27685102;1
27684672;27684810;1
27684202;27684367;1
27683891;27684067;1
27683500;27683605;1
27683081;27683240;1
27682879;27682991;1
27682517;27682590;1
27682160;27682236;1
27681675;27681960;1
27701219;27701315;1
27700847;27700942;1
27700456;27700500;1
